Actual,Predicted
666000.0,648263.45
249000.0,270376.86
375000.0,401520.0
361000.0,396546.19666666666
475000.0,497505.745
325000.0,287180.75
212000.0,251841.5
315000.0,254654.56
299000.0,280022.56
525000.0,451328.6766666667
375000.0,226009.47
252500.0,273588.46720779216
179000.0,149592.8333333333
357000.0,341145.52801587305
295000.0,348207.035
285000.0,296856.5
520000.0,425002.31595238094
299000.0,287887.5
249000.0,227909.6
500000.0,503788.58
401425.0,403807.595
299256.0,285536.7133333333
576700.0,437221.23333333334
860000.0,824303.6083333334
545000.0,472107.605
279000.0,296838.1863095237
180000.0,280882.24999999994
375000.0,398129.515
199000.0,210710.0
323000.0,335457.77
414500.0,463074.575
399000.0,470559.395
215000.0,221092.30166666667
399000.0,340950.1666666666
189000.0,196154.105
486000.0,347466.25166666665
449500.0,488753.24
459000.0,277749.83
945000.0,463351.7171428571
420000.0,445073.995
329000.0,347011.37
349000.0,476195.65
399000.0,388034.95833333326
296448.0,323616.9936666667
189000.0,209004.49166666664
12920.0,251985.8
238000.0,334871.995
329000.0,384683.35
85000.0,281738.43
314000.0,296086.20577922073
36000.0,111528.0
260000.0,271047.0983333334
295000.0,408328.435
325000.0,423176.76
376500.0,365138.8983333334
260000.0,207995.12
265000.0,263979.25
495000.0,482655.0
579000.0,558413.93
239000.0,230538.39
1320000.0,1275630.8333333333
1295000.0,482468.73
260000.0,269655.70175720606
475000.0,410017.0
381050.0,480057.0
260000.0,232479.5
222000.0,223296.5
265000.0,353696.65
284500.0,309173.05216907273
275000.0,313240.045952381
314000.0,319266.3333333333
267000.0,267471.7261904761
249000.0,315130.155
339000.0,347723.57125
365000.0,397574.88541666674
199000.0,390005.525
290000.0,291335.40277777775
165000.0,156460.5
259000.0,221967.5
379000.0,491743.28
410000.0,423170.0
359000.0,406443.77
545000.0,447305.3185714286
393000.0,387222.05833333335
287280.0,305286.77
99000.0,117836.0
875000.0,508247.64666666667
18000.0,22021.546428571426
235000.0,241306.9533333333
265000.0,252267.30825396822
349000.0,310554.3333333334
149000.0,219935.0
265000.0,302583.75
278000.0,217827.0
465000.0,420745.875
195000.0,272136.4383333333
369000.0,405791.41
370000.0,379462.08
275000.0,307947.10761904763
190000.0,189778.365
373000.0,403104.4642857143
265000.0,446461.7
313000.0,328708.85500000004
329000.0,168592.5
289000.0,287987.52
1099000.0,1472790.0
274580.0,293508.7816666667
349000.0,365647.49
469290.0,471159.78666666674
649000.0,440970.66666666674
160000.0,251165.0
499000.0,488781.21833333327
105000.0,109185.0
328000.0,369554.2576190476
100000.0,127442.38095238095
315000.0,311359.34476190474
382660.0,377293.1
297000.0,319266.3333333333
110000.0,131225.8
295000.0,351994.825
49000.0,144253.0
499000.0,460245.09666666674
490000.0,488103.8126190477
5700000.0,2779656.425
280500.0,282344.9447619047
369000.0,485020.155
439000.0,512604.82
449000.0,451086.525
284000.0,289360.3116666667
349000.0,302882.3
299000.0,479649.535
448000.0,359973.78
406000.0,400052.0535714286
150000.0,116745.75
420000.0,494492.405
456500.0,395478.45
